1,Ricardo del Corazon Grau-Abalo,16771,Universidad Central Marta Abreu de la Villas
2,mpelketh,17015,Universidad de Granada
4,Erika Abraham,-64,Rheinisch Westfalische Technische Hochschule Aachen
5,Bernardo M. Abrego,6627,California State University Northridge
8,Gergely Acs,21395,xuqkhflm
10,oaspccxp,1599,University of Helsinki
12,Norbert Adam,-211,Technical University of Kosice
17,Csilla Agoston,7429,pvdjnzxh
20,umgfkypd,2249,Hungarian Academy of Sciences
23,Hugo Aguas,3666,dzxdlked
27,pzevoeih,16585,Universidad de Almería
31,Jose M. del Alamo,-377,Universidad Politécnica de Madrid
32,lyxqqczm,10102,Iowa State University
33,Juan C. del Alamo,-127,Harvard University
43,uivvazof,2901,Universidad del País Vasco
46,Alejandro Alvarez,18256,Universidad Politécnica de Cartagena
47,Alexander Martinez Alvarez,16839,Universidade da Coruña
48,Alfredo Alvarez,17395,haxarhws
49,Anna V. Alvarez,20384,Tecnológico de Monterrey
52,Barbara Alvarez,18256,Universidad Politécnica de Cartagena
55,Benjamin Ramos,16676,gnaeilpl
57,Carlos Alvarez,9014,nnwhmaop
61,Daniel Horfan Alvarez,18397,qqrjvggb
62,Dario Alvarez Gutierrez,16790,tqyyffqg
63,David Alvarez,2845,gsyriqmb
66,rqzbxhqq,18625,Universidad del Valle de Guatemala
67,Elena Alvarez,-170,Universidad de Cantabria
68,qbayexcc,17015,Universidad de Granada
72,Fernando-Luis Alvarez,16573,rwptrvhj
74,aojstpue,17395,Universidad de Extremadura
76,Francisco J. Alvarez,18555,yxynoqgp
78,Gonzalo Alvarez,5910,qdxuthof
79,Hector Alvarez,-352,Universidad de Chile
80,Helmut Leighton Alvarez,18379,rrjpgwha
82,Hugo Alvarez,2838,Centro de Estudios e Investigaciones Técnicas de Guipúzcoa
85,Irina Arguelles Alvarez,16353,odpszkqz
86,Isaac Alvarez,17015,tnluwmew
87,Isabel Alvarez,16776,Universidad Complutense de Madrid
88,Isabel Gallego Alvarez,18379,Universidad de Salamanca
89,Ivan Alvarez,18379,Universidad de Salamanca
91,J. Andres Alvarez,313,tndjasfu
93,J. N. Alonso Alvarez,18630,Universidade de Vigo
95,Jacobo de Una Alvarez,-282,Universidade de Vigo
97,Jorge Alvarez,18561,University of Texas Austin
99,Jose Ambrosio Toval Alvarez,-185,Universidad de Cantabria
100,Jose Antonio Alvarez,16585,kjhgtqia
101,vpowgwmx,16585,Universidad de Almería
103,ffjoxfbx,17036,Universidad de Huelva
104,Jose M. Alvarez,17182,loormonh
