1,Ricardo del Corazon Grau-Abalo,16771,jvcfgfhw
2,Nieves Abalos,17015,pkdkpdtv
4,Erika Abraham,-93,Rheinisch Westfalische Technische Hochschule Aachen
5,hghxnuoj,6627,California State University Northridge
8,ztzfrwnx,21395,Laboratory of Cryptography and Systems Security
10,Sandor Acs,1599,pscsjulq
12,Norbert Adam,16484,Technical University of Kosice
17,Csilla Agoston,-318,Eotvos Lorand University (University of Budapest)
20,Vilmos Agoston,2249,tuivorgu
23,Hugo Aguas,3666,vngymqrs
27,Isabel Maria del Aguila,16585,lhsaolnv
31,jrjdccgh,16353,Universidad Politécnica de Madrid
32,Jose M. Reyes Alamo,10102,koxonvcw
33,Juan C. del Alamo,446,Harvard University
43,Aitor Alvarez,2901,swicfaas
46,Alejandro Alvarez,18256,Universidad Politécnica de Cartagena
47,Alexander Martinez Alvarez,16839,znjkquqb
48,Alfredo Alvarez,17395,eixmmcon
49,Anna V. Alvarez,20384,bjeiqumd
52,Barbara Alvarez,18256,Universidad Politécnica de Cartagena
55,Benjamin Ramos,16676,Universidad Carlos III de Madrid
57,Carlos Alvarez,-295,Georgia Institute of Technology
61,Daniel Horfan Alvarez,18397,xtvtouln
62,Dario Alvarez Gutierrez,-109,Universidad de Córdoba
63,epgikzuz,2845,Universitat de València
66,Eduardo J. Alvarez,18625,kzyuqcgr
67,Elena Alvarez,-190,Universidad de Cantabria
68,Encarnacion Alvarez,17015,pjymyrln
72,pxsdezzw,16573,Universidad de Alcalá
74,Fernando J. Alvarez,-286,Universidad de Extremadura
76,Francisco J. Alvarez,18555,cdoqgxct
78,Gonzalo Alvarez,5910,Centro Nacional de Investigación y Desarrollo Tecnológico
79,Hector Alvarez,16755,knqrjkml
80,ppztommu,18379,Universidad de Salamanca
82,Hugo Alvarez,2838,Centro de Estudios e Investigaciones Técnicas de Guipúzcoa
85,Irina Arguelles Alvarez,16353,Universidad Politécnica de Madrid
86,Isaac Alvarez,-72,Universidad de Granada
87,ouxfewug,16776,Universidad Complutense de Madrid
88,Isabel Gallego Alvarez,18379,Universidad de Salamanca
89,Ivan Alvarez,18379,Universidad de Salamanca
91,J. Andres Alvarez,-292,Centro de Investigación y de Estudios Avanzados
93,J. N. Alonso Alvarez,18630,Universidade de Vigo
95,wfgugtdr,18630,Universidade de Vigo
97,Jorge Alvarez,18561,University of Texas Austin
99,Jose Ambrosio Toval Alvarez,2877,Universidad de Cantabria
100,Jose Antonio Alvarez,-255,Universidad de Almería
101,Jose Domingo Alvarez,16585,ytxvsxvh
103,Jose Luis Alvarez,17036,Universidad de Huelva
104,Jose M. Alvarez,17182,lbcrwjhq
105,Jose Manuel Alvarez,20637,wrwkijlh
107,Jose R. Alvarez,17365,cxvmysli
109,Juan Antonio Alvarez,23043,zxtljcdd
111,Juan Salvador Gomez Alvarez,20385,Universidad de Guadalajara
115,Luis Alvarez,17148,Universidad de Las Palmas de Gran Canaria
117,Luis A. Alvarez,17148,dlnejmnn
118,Luis Alvarez Sabucedo,18630,nhakwrgr
125,Manuel Rodriguez Alvarez,18393,utgdrcfr
126,Maria Jesus Alvarez,-399,Instituto Nacional de Técnica Aeroespacial Esteban Terradas
133,Mariela L. Alvarez,16545,jjpwzjrh
135,Mauricio A. Alvarez,12311,bncbxpzm
137,Miguel Fernandez Alvarez,-394,Universidad de Granada
139,Miguel Rodriguez Alvarez,18406,Universidade de Santiago de Compostela
141,Nancy A. Alvarez,18379,Universidad de Salamanca
142,Oscar Alvarez,3802,pgkxuvww
143,sgtlkxdk,2931,Universidad de Zaragoza
147,Pedro Alvarez,2931,Universidad de Zaragoza
149,Raul Alvarez,16860,Universidad de Granma
150,Rafael Alvarez,16545,dchyutnt
152,Raziel Alvarez,20384,petxliua
153,Rodrigo Alvarez,-336,Universidade de Vigo
156,Susana Alvarez,2814,Universidad Autónoma de Madrid
158,Victor Alvarez,18406,Universidade de Santiago de Compostela
159,Victoria Pachon,-367,Universidad de Huelva
160,lsmvcduy,20381,Universidad National Autonoma de Mexico
161,P. J. Alvarez-Aranega,17015,hgtjfmlq
162,Angel Alvarez-Arenal,17737,Universidad de Oviedo
165,Josue Alvarez-Borrego,20393,urqnyaob
166,German Alvarez-Botero,316,Instituto Nacional de Astrofísica Óptica y Electrónica
167,Jose Vicente Alvarez-Bravo,-379,Universidad de Valladolid
173,Marcos Alvarez-Diaz,18630,Universidade de Vigo
175,J. A. Alvarez-Dios,18406,ftbquiev
176,Diego Alvarez-Estevez,-182,Universidade da Coruña
177,Pedro C. Alvarez-Esteban,2425,Universidad de Valladolid
182,Jose A. Alvarez-Gomez,16776,yxszxtvl
190,Luis Alvarez-Leon,-139,Universidad de Las Palmas de Gran Canaria
191,Alejandro Alvarez-Melcon,18256,Universidad Politécnica de Cartagena
196,jwnaiuzy,18406,Universidade de Santiago de Compostela
197,Denis R. Alvarez-Nadiozhin,309,afblmwdj
198,Sergio Alvarez-Napagao,18249,fcqinphh
199,Renato Alvarez-Nodarse,17015,xkfciylk
204,Jose Alvarez-Ramirez,20386,Universidad Autónoma Metropolitana
206,Jose Antonio Alvarez-Robles,-291,Universidad de Zaragoza
208,J. J. Alvarez-Sanchez,-282,Universidad de Valladolid
210,Victor Alvarez-Valado,18630,riudzeif
211,glsbuuat,16353,Universidad Politécnica de Madrid
212,Antonio Alvarez-Vellisco,-151,Universidad Politécnica de Madrid
213,Arturo Ernesto Alvarez-Vigil,17737,Universidad de Oviedo
218,Guillermo Alvaro,-281,Universidade Federal de Pelotas
219,Isabel Navazo,18249,obleheul
220,qlyaadva,17092,Universitat Jaume I
224,evkaihwm,16776,Universidad Complutense de Madrid
225,Luis Angel,18246,umxpahyc
226,Pedro L. del Angel,335,Instituto Mexicano del Petróleo
229,Francisco Angel-Bello,20384,hmsnkekt
243,Eyjolfur Ingi Asgeirsson,14736,Reykjavik University
244,Friðrik Heiðar Asmundsson,14736,kagabuju
246,M. Clementina Avalos,-16,Universidad National Autonoma de Mexico
250,otqywxcv,17481,Universidade Estadual de Campinas
251,Andres I. Avila,16979,eeibfpno
253,Braulio Coelho Avila,14350,bcjfaklv
254,Bruno Tenorio Avila,14352,exvsqmzx
256,Carmen Sanchez Avila,-270,Universidad Politécnica de Madrid
264,Gonzalo M. Ramirez Avila,9979,jamhughb
266,Ismael M. A. Avila,167,Centro de Pesquisa e Desenvolvimento em Telecomunicações
272,Lourdes Garcia Avila,16353,pgpbwkxo
274,Maria Mar Avila,17395,gkzermqk
275,Marisela Gonzalez Avila,-99,Faculdade de Ensino Superior Santa Bárbara
277,mghgkbnx,16985,Universidade Federal de São Carlos
279,celivxcj,17840,Universidade do Vale do Rio Dos Sinos
281,Sonia da Silva Avila,-398,Universidade Federal do Rio de Janeiro
283,opwmltsm,7275,École Centrale de Lyon
285,Ricardo Avila-Arguelles,-353,Instituto Politécnico Nacional
287,Alejandro Avila-Garcia,313,jqptzmzc
298,qstquqyq,13684,Obafemi Awolowo University
300,Carme Alvarez,18249,jfhvudpo
302,rlybydvf,12708,Mid-Sweden University
304,Helena Aberg,9277,University of Gothenburg
305,Jan Aberg,11778,Royal Institute of Technology
306,iugbljnu,3268,Swiss Federal Institute of Technology Zurich
307,Karolina Aberg,-251,University of Pittsburgh
308,Malin Bjornsdotter,9277,University of Gothenburg
309,Markku Aberg,-343,Technical Research Centre of Finland
314,Carl Aborg,-295,Uppsala University
316,Kerstin Adahl,5522,Blekinge Institute of Technology
318,Par J. Agerfalk,-350,Uppsala University
319,Thomas Agotnes,-370,University of Bergen
323,efxxhems,2935,Swedish Institute of Computer Science
324,Martin Agren,12197,Lund University Lund Institute of Technology
325,Ola Agren,2943,Uppsala University
327,Per-Olof Agren,-126,Umea University
328,Per Ahgren,2943,Uppsala University
330,Julia Ahlen,-70,Uppsala University
332,Anders Ahlander,9666,qbtrhxsl
333,gmwviagp,2943,Uppsala University
334,Mauri Ahlberg,1599,University of Helsinki
335,wzbhoxrj,2969,Linköping University
336,Rose-Marie Ahlfeldt,9722,University of Skovde
337,Andreas Ahlund,17279,snolobrt
338,Christer Ahlund,3453,Lulea University of Technology
339,Asa Ahman,-55,Uppsala University
340,Fredrik Ahman,2935,Swedish Institute of Computer Science
348,Orjan Akerborg,-73,Stockholm University
349,Mikael Akerholm,20651,ilabacde
350,Arto Akerlund,1599,ratusdcc
351,yrcyweye,2943,Uppsala University
352,vmewxicl,20345,University of Massachusetts
353,Ove Akerlund,2969,Linköping University
356,Panu M. Akerman,-152,Nokia Research Center
357,Torbjorn Akerstedt,2747,Stockholm University
361,Bernt M. Akesson,1557,Technical University of Denmark
363,ciutzwja,5522,Blekinge Institute of Technology
365,Johan Akesson,-240,Lund University
366,Karl-Petter Akesson,2935,zupilgnr
368,icvqdqjd,6059,Chalmers University of Technology
370,Maria Akesson,9666,zesgxfpq
371,Anders Alund,9277,bgmbseob
376,Rafael Aman,12224,crkhcizj
379,Johan Aqvist,2943,Uppsala University
380,larqoelv,2943,Uppsala University
382,Peter Arhem,3565,bomgzhgl
383,Andre Arnes,9686,Gjovik University College
384,Eirik Arsand,18104,University Hospital of North Norway
385,kunimwpj,12203,Lund University
386,Hege-Rene Hansen Asand,-197,University of Oslo
388,Mikael Asberg,12459,Malardalen University
392,Jan Aslund,2969,ccraleii
395,Anders Astrom,2969,Linköping University
396,Emil Astrom,2935,swxcyonp
397,Freddie Astrom,2969,leubafee
398,Fredrik Astrom,-149,University of Tsukuba
399,J. A. Astrom,-282,Aalto University
400,Jan Astrom,12197,ebrghies
402,Kalle Astrom,-170,Lund University
403,Karl Johan Astrom,12197,eauzduer
408,Pontus Astrom,-68,Lund University Lund Institute of Technology
409,gbcmsyoi,2969,Linköping University
411,Bjorn Astrand,9666,uqjkoyxz
413,Magnus Astrand,6059,lkpevplt
414,Matti Astrand,1599,University of Helsinki
416,Per-Olof Astrand,1557,aaudnzad
417,Jussi Aijanen,-152,Jyväskylä University
419,Tarmo Aijo,16509,Tampere University of Technology
424,Jakob Angeby,6059,bggixjyy
425,Jussi Angesleva,21890,Ireland Media Lab Europe
429,Johanna Arje,-70,Jyväskylä University
430,Ulf Arlig,9746,qdqkniwu
431,Sami Ayramo,11279,Jyväskylä University
434,Satinder P. Singh,17233,University of Michigan
438,mbrklfia,18675,Universität Zürich
446,jcolcycm,12459,Malardalen University
448,qqmgnshh,687,University of Illinois Urbana Champaign
449,Isik Cadirci,9370,bhveuhib
451,Dilek Cadirli,13300,aodwggxh
452,Volkan Cagdas,19481,kpqmxzxt
453,Gultekin Cagil,14815,sdxergdw
454,Kursat Cagiltay,12560,Middle East Technical University
455,Nergiz Ercil Cagiltay,4849,bohxdnwp
456,Tahir Cagin,657,ifzdtxji
458,M. Fatih Caglar,-130,Suleyman Demirel University
460,Mine Caglar,1551,Koc University
461,Murat Caglar,4835,Ataturk University
462,Bora Caglayan,5403,Bogazici University
464,kmrdgmnl,5403,Bogazici University
466,Ufuk Gul Caglayan,5403,zoeebwcj
469,rzawfrtt,9197,Gaziosmanpasa University
471,Huseyin Cakalli,10870,Istanbul University
472,Celal Cakan,10595,altcqsge
473,Metin Cakanyildirim,-43,University of Texas Dallas
476,Emre Cakar,-303,University of Hannover
480,Tarik Cakar,14815,xryqlqld
486,Ahmet Cakir,6938,Dokuz Eylul University
488,Bekir Cakir,5297,orvzlqso
489,Fatih Cakir,3592,Karadeniz Technical University
491,Huseyin Cakir,11047,Izmir Institute of Technology
493,Murat Perit Cakir,12560,ajvufbgs
494,pivsiuhb,19559,University of Yuzuncu
495,Mustafa Cakir,-77,Kocaeli University
497,Ozan Cakir,-112,Ankara University
498,Sen Cakir,6938,opysqsue
499,Serdar Cakir,13717,pyjflokm
504,Ibrahim Cakirlar,7367,unfvxtjq
505,Unal Cakiroglu,3592,Karadeniz Technical University
506,Murat Cakiroglu,-308,Sakarya University
512,Devrim Cakmak,9023,icgmdxpj
513,Duygu Cakmak,14778,kmxybqyr
514,Ergin Cakmak,-95,Anatolia College
515,Fevzi Cakmak,16469,Delft University of Technology
517,dxdvapta,2039,Karlsruher Institute of Technology
518,Maya Cakmak,9014,Georgia Institute of Technology
520,Tolga Cakmak,9370,tdtnasic
521,Ulas Cakmak,9014,Georgia Institute of Technology
522,Mehmet Cakmakci,19481,Yildiz Technical University
524,rjyuhsnh,737,University of Pittsburgh
527,Ali Calhan,-235,Kocaeli University
528,Cagdas Calik,-0,Middle East Technical University
531,Sinan Calik,-51,Firat University
532,Gul Calikli,5403,tqrqanpa
533,Handan Calikli,5403,Bogazici University
536,Duygu Calisir,-242,Istanbul University
537,scshkijd,18641,Utah Valley University
538,fjxfwele,9670,Turkish Air Force Academy
540,axmgponp,14815,Sakarya University
542,Berk Calli,16469,cptttduj
544,Hasan Cam,-185,Arizona State University
545,izneykek,6938,Dokuz Eylul University
546,M. Kanat Camlibel,14747,najnlkxl
548,Orhan Camoglu,661,pbehldgx
549,Seyit Ahmet Camtepe,21014,DAI-Labor Ernst-Reuter-Platz
550,A. Yilmaz Camurcu,-71,Marmara University
