454878,1444882
805434,1444882
805444,1444882
984782,1444882
1445280,1444882
1445551,1444882
2447796,1444882
454878,2352376
1270039,2352376
1762857,2352376
2352299,2352376
330650,26972
561021,1466037
1039395,1466037
1305347,1466037
2600524,1466037
118560,1466085
167178,1659560
832266,1659560
1038119,1659560
1122911,1659560
1124006,1659560
1205317,1659560
1232980,1659560
1232981,1659560
1232982,1659560
1233128,1659560
1320602,1659560
1320640,1659560
1322280,1659560
1372594,1659560
1442090,1659560
1492013,1659560
1544814,1659560
1659447,1659560
1659652,1659560
1659836,1659560
1896231,1659560
2185868,1659560
2219056,1659560
2376932,1659560
2392572,1659560
2542049,1659560
2542079,1659560
2542151,1659560
2542198,1659560
2542319,1659560
2616559,1659560
2640767,1659560
2788312,1659560
704794,2788622
839506,2788622
839647,2788622
840514,2788622
1093675,2788622
1094776,2788622
1449525,2788622
1466036,2788622
1544763,2788622
1991812,2788622
2376395,2788622
2380888,2788622
2788348,2788622
2645398,2645818
1772488,1772490
1772489,1772490
1756368,2371560
2371902,2371560
2371902,2371561
2372228,2371561
1602901,2371562
1883427,2371562
2371563,2371562
2371565,2371562
2582781,2371562
2372471,2371564
1883427,2371565
2516499,2757029
2755567,2757029
654988,2671665
1726053,2671665
2672345,2671665
2729565,2671665
1547233,437109
468411,468410
468412,468410
468677,468410
468678,468410
485649,468410
607810,468410
697016,468410
1079208,468410
1245413,468410
1291401,468410
1291407,468410
1291410,468410
1291414,468410
1291416,468410
1291515,468410
1291543,468410
1291548,468410
1291555,468410
1291556,468410
1291558,468410
1291957,468410
1292057,468410
1292231,468410
1292232,468410
1292295,468410
1292323,468410
1292441,468410
1292910,468410
1386233,468410
1387152,468410
1436637,468410
1459978,468410
1461508,468410
1461649,468410
1461665,468410
1546760,468410
1546849,468410
1546996,468410
1547076,468410
1547139,468410
1547159,468410
1547275,468410
1750963,468410
1764170,468410
1848513,468410
1896598,468410
1911335,468410
2235949,468410
2236085,468410
2236087,468410
2238435,468410
2240438,468410
2241245,468410
2358147,468410
